OID_,Field1,state_code,county_cod,site_numbe,parameter_,poc,latitude,longitude,datum,parameter,date_local,time_local,date_gmt,time_gmt,sample_mea,units_of_m,units_of_1,sample_dur,sample_d_1,sample_fre,detection_,uncertaint,qualifier,method_typ,method,method_cod,state,county,date_of_la,cbsa_code,LULC,averageTra,clipDEM1km,STATION
3587,3587,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,11:00,7/26/2021 0:00,18:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3588,3588,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,12:00,7/26/2021 0:00,19:00,0.07,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3589,3589,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,13:00,7/26/2021 0:00,20:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3590,3590,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,14:00,7/26/2021 0:00,21:00,0.073,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3591,3591,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,15:00,7/26/2021 0:00,22:00,0.072,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3592,3592,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,16:00,7/26/2021 0:00,23:00,0.077,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3593,3593,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,17:00,7/27/2021 0:00,0:00,0.079,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3594,3594,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,18:00,7/27/2021 0:00,1:00,0.076,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3595,3595,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,19:00,7/27/2021 0:00,2:00,0.065,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3596,3596,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,20:00,7/27/2021 0:00,3:00,0.064,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3597,3597,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,21:00,7/27/2021 0:00,4:00,0.062,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3598,3598,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,22:00,7/27/2021 0:00,5:00,0.061,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3599,3599,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/26/2021 0:00,23:00,7/27/2021 0:00,6:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3600,3600,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,0:00,7/27/2021 0:00,7:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3601,3601,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,1:00,7/27/2021 0:00,8:00,0.059,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3602,3602,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,2:00,7/27/2021 0:00,9:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3603,3603,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,3:00,7/27/2021 0:00,10:00,0.057,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3604,3604,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,4:00,7/27/2021 0:00,11:00,0.056,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3605,3605,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,5:00,7/27/2021 0:00,12:00,0.053,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3606,3606,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,6:00,7/27/2021 0:00,13:00,0.038,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3607,3607,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,7:00,7/27/2021 0:00,14:00,0.037,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3608,3608,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,8:00,7/27/2021 0:00,15:00,0.064,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3609,3609,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,9:00,7/27/2021 0:00,16:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3610,3610,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,10:00,7/27/2021 0:00,17:00,0.068,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3611,3611,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,11:00,7/27/2021 0:00,18:00,0.071,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3612,3612,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,12:00,7/27/2021 0:00,19:00,0.079,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3613,3613,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,13:00,7/27/2021 0:00,20:00,0.079,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3614,3614,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,14:00,7/27/2021 0:00,21:00,0.081,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3615,3615,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,15:00,7/27/2021 0:00,22:00,0.085,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3616,3616,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,16:00,7/27/2021 0:00,23:00,0.088,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3617,3617,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,17:00,7/28/2021 0:00,0:00,0.086,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3618,3618,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,18:00,7/28/2021 0:00,1:00,0.086,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3619,3619,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,19:00,7/28/2021 0:00,2:00,0.077,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3620,3620,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,20:00,7/28/2021 0:00,3:00,0.075,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3621,3621,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,21:00,7/28/2021 0:00,4:00,0.072,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3622,3622,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,22:00,7/28/2021 0:00,5:00,0.068,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3623,3623,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/27/2021 0:00,23:00,7/28/2021 0:00,6:00,0.061,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3624,3624,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,0:00,7/28/2021 0:00,7:00,0.059,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3625,3625,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,1:00,7/28/2021 0:00,8:00,0.059,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3626,3626,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,2:00,7/28/2021 0:00,9:00,0.059,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3627,3627,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,3:00,7/28/2021 0:00,10:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3628,3628,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,4:00,7/28/2021 0:00,11:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3629,3629,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,5:00,7/28/2021 0:00,12:00,0.057,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3630,3630,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,6:00,7/28/2021 0:00,13:00,0.051,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3631,3631,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,7:00,7/28/2021 0:00,14:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3632,3632,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,8:00,7/28/2021 0:00,15:00,0.054,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3633,3633,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,9:00,7/28/2021 0:00,16:00,0.055,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3634,3634,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,10:00,7/28/2021 0:00,17:00,0.059,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3635,3635,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,11:00,7/28/2021 0:00,18:00,0.062,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3636,3636,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,12:00,7/28/2021 0:00,19:00,0.068,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3637,3637,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,13:00,7/28/2021 0:00,20:00,0.07,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3638,3638,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,14:00,7/28/2021 0:00,21:00,0.07,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3639,3639,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,15:00,7/28/2021 0:00,22:00,0.073,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3640,3640,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,16:00,7/28/2021 0:00,23:00,0.077,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3641,3641,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,17:00,7/29/2021 0:00,0:00,0.078,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3642,3642,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,18:00,7/29/2021 0:00,1:00,0.068,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3643,3643,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,19:00,7/29/2021 0:00,2:00,0.07,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3644,3644,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,20:00,7/29/2021 0:00,3:00,0.075,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3645,3645,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,21:00,7/29/2021 0:00,4:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3646,3646,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,22:00,7/29/2021 0:00,5:00,0.065,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3647,3647,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/28/2021 0:00,23:00,7/29/2021 0:00,6:00,0.061,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3648,3648,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,0:00,7/29/2021 0:00,7:00,0.057,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3649,3649,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,1:00,7/29/2021 0:00,8:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3650,3650,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,2:00,7/29/2021 0:00,9:00,0.059,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3651,3651,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,3:00,7/29/2021 0:00,10:00,0.057,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3652,3652,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,4:00,7/29/2021 0:00,11:00,0.056,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3653,3653,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,5:00,7/29/2021 0:00,12:00,0.055,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3654,3654,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,6:00,7/29/2021 0:00,13:00,0.043,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3655,3655,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,7:00,7/29/2021 0:00,14:00,0.048,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3656,3656,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,8:00,7/29/2021 0:00,15:00,0.055,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3657,3657,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,9:00,7/29/2021 0:00,16:00,0.056,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3658,3658,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,10:00,7/29/2021 0:00,17:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3659,3659,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,11:00,7/29/2021 0:00,18:00,0.062,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3660,3660,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,12:00,7/29/2021 0:00,19:00,0.063,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3661,3661,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,13:00,7/29/2021 0:00,20:00,0.063,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3662,3662,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,14:00,7/29/2021 0:00,21:00,0.063,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3663,3663,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,15:00,7/29/2021 0:00,22:00,0.064,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3664,3664,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,16:00,7/29/2021 0:00,23:00,0.067,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
3665,3665,8,47,3,44201,1,39.792519,-105.49127,NAD83,Ozone,7/29/2021 0:00,17:00,7/30/2021 0:00,0:00,0.067,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Gilpin,9/16/2021 0:00,19740,0,7027,2632,72053300160
